snapshot_date,principle,total_value
2016-04-21,42674.25,77720.66
2016-04-22,42674.25,79102.6
2016-04-23,42674.25,79102.6
2016-04-24,42674.25,79102.6
2016-04-25,42674.25,79214.97
2016-04-26,42674.25,79526.92
2016-04-27,42674.25,78834.32
2016-04-28,42674.25,78803.59
2016-04-29,42674.25,79510
2016-04-30,42674.25,79510
2016-05-01,42674.25,79510
2016-05-02,42674.25,79510
2016-05-03,42674.25,82226.78
2016-05-04,42674.25,82123.22
2016-05-05,42674.25,82609
2016-05-06,42674.25,79938.59
2016-05-07,42674.25,79938.59
2016-05-08,42674.25,79938.59
2016-05-09,42674.25,78641.15
2016-05-10,42674.25,79394.21
2016-05-11,42674.25,80393.21
2016-05-12,42674.25,80981.55
2016-05-13,42674.25,79928.63
2016-05-14,42674.25,79928.63
2016-05-15,42674.25,79928.63
2016-05-16,42674.25,81168.17
2016-05-17,42674.25,81342.43
2016-05-18,42674.25,79993.78
2016-05-19,42674.25,79933.75
2016-05-20,42674.25,80971.36
2016-05-21,42674.25,80971.36
2016-05-22,42674.25,80971.36
2016-05-23,42674.25,81375.77
2016-05-24,42674.25,81328.82
2016-05-25,42674.25,81155.14
2016-05-26,42674.25,81408.77
2016-05-27,42674.25,80878.33
2016-05-28,42674.25,80878.33
2016-05-29,42674.25,80878.33
2016-05-30,42674.25,80691.98
2016-05-31,42674.25,82706.06
2016-06-01,42674.25,84019.01
2016-06-02,42674.25,83842.48
2016-06-03,42674.25,85102.18
2016-06-04,42674.25,85102.18
2016-06-05,42674.25,85102.18
2016-06-06,42674.25,85381.98
2016-06-07,42674.25,84910.62
2016-06-08,42674.25,84321.71
2016-06-09,42674.25,84321.71
2016-06-10,42674.25,84321.71
2016-06-11,42674.25,84321.71
2016-06-12,42674.25,84321.71
2016-06-13,42674.25,82748.27
2016-06-14,14224.75,54866.34
2016-06-15,14224.75,56064.91
2016-06-16,21337.13,62463.35
2016-06-17,21337.13,62897.77
2016-06-18,21337.13,62897.77
2016-06-19,21337.13,62897.77
2016-06-20,21337.13,63396.92
2016-06-21,21337.13,62944.57
2016-06-22,21337.13,63561.47
2016-06-23,21337.13,62988.07
2016-06-24,21337.13,62687.34
2016-06-25,21337.13,62687.34
2016-06-26,21337.13,62687.34
2016-06-27,28449.5,71002
2016-06-28,28449.5,70965.58
2016-06-29,28449.5,71100.15
2016-06-30,28449.5,71464.47
2016-07-01,28449.5,72590.36
2016-07-02,28449.5,72590.36
2016-07-03,28449.5,72590.36
2016-07-04,28449.5,74982.39
2016-07-05,28449.5,74373.86
2016-07-06,28449.5,75170.58
2016-07-07,28449.5,75017.29
2016-07-08,28449.5,74654.28
2016-07-09,28449.5,74654.28
2016-07-10,28449.5,74654.28
2016-07-11,28449.5,74641.1
2016-07-12,28449.5,78035.84
2016-07-13,28449.5,77961.87
2016-07-14,28449.5,77868.84
2016-07-15,28449.5,79805.11
2016-07-16,28449.5,79805.11
2016-07-17,28449.5,79805.11
2016-07-18,28449.5,79841.96
2016-07-19,28449.5,78548.21
2016-07-20,28449.5,78507.25
2016-07-21,28449.5,79745.51
2016-07-22,28449.5,78190.32
2016-07-23,28449.5,78190.32
2016-07-24,28449.5,78190.32
2016-07-25,28449.5,77393.02
2016-07-26,28449.5,79625.03
2016-07-27,28449.5,77883.83
2016-07-28,35561.88,86411.71
2016-07-29,35561.88,86810.43
2016-07-30,35561.88,86810.43
2016-07-31,35561.88,86810.43
2016-08-01,35561.88,85173.51
2016-08-02,42674.25,92397.69
2016-08-03,42674.25,93066.54
2016-08-04,42674.25,93098.12
2016-08-05,42674.25,92993.99
2016-08-06,42674.25,92993.99
2016-08-07,42674.25,92993.99
2016-08-08,42674.25,93474.93
2016-08-09,42674.25,93981.48
2016-08-10,42674.25,92952.88
2016-08-11,42674.25,92533.11
2016-08-12,42674.25,93036.38
2016-08-13,42674.25,93036.38
2016-08-14,42674.25,93036.38
2016-08-15,35561.88,89331.94
2016-08-16,28449.5,82217.72
2016-08-17,28449.5,82612.31
2016-08-18,28449.5,81685.57
2016-08-19,28449.5,81216.3
2016-08-20,28449.5,81216.3
2016-08-21,28449.5,81216.3
2016-08-22,28449.5,80791.4
2016-08-23,28449.5,80997.52
2016-08-24,28449.5,80947.59
2016-08-25,28449.5,80164.23
2016-08-26,28449.5,79662.95
2016-08-27,28449.5,79662.95
2016-08-28,28449.5,79662.95
2016-08-29,28449.5,79505.77
2016-08-30,28449.5,78758.97
2016-08-31,28449.5,79309.04
2016-09-01,28449.5,79161.25
2016-09-02,28449.5,78463.38
2016-09-03,28449.5,78463.38
2016-09-04,28449.5,78463.38
2016-09-05,28449.5,78969.5
2016-09-06,28449.5,79954.42
2016-09-07,28449.5,79436.21
2016-09-08,28449.5,79331.52
2016-09-09,28449.5,78218.43
2016-09-10,28449.5,78218.43
2016-09-11,28449.5,78218.43
2016-09-12,28449.5,75991.69
2016-09-13,28449.5,76119.85
2016-09-14,28449.5,75837.21
2016-09-15,28449.5,75837.21
2016-09-16,28449.5,75837.21
2016-09-17,28449.5,75837.21
2016-09-18,28449.5,75837.21
2016-09-19,28449.5,76758.97
2016-09-20,28449.5,76338.06
2016-09-21,28449.5,76406.91
2016-09-22,28449.5,76930.08
2016-09-23,28449.5,76569.76
2016-09-24,28449.5,76569.76
2016-09-25,28449.5,76569.76
2016-09-26,36984.35,83917.12
2016-09-27,41251.78,88911.8
2016-09-28,41251.78,88864.15
2016-09-29,41251.78,89230.86
2016-09-30,41251.78,90093.31
2016-10-01,41251.78,90093.31
2016-10-02,41251.78,90093.31
2016-10-03,41251.78,90093.31
2016-10-04,41251.78,90093.31
2016-10-05,41251.78,90093.31
2016-10-06,41251.78,90093.31
2016-10-07,41251.78,90093.31
2016-10-08,41251.78,90093.31
2016-10-09,41251.78,90093.31
2016-10-10,41251.78,91066.14
2016-10-11,41251.78,91442.95
2016-10-12,41251.78,91964
2016-10-13,41251.78,91725.17
2016-10-14,41251.78,91661.44
2016-10-15,41251.78,91661.44
2016-10-16,41251.78,91661.44
2016-10-17,41251.78,90681.5
2016-10-18,41251.78,91933.85
2016-10-19,41251.78,91636.41
2016-10-20,41251.78,92228.01
2016-10-21,41251.78,91947.08
2016-10-22,41251.78,91947.08
2016-10-23,41251.78,91947.08
2016-10-24,41251.78,92367.42
2016-10-25,41251.78,92328.3
2016-10-26,41251.78,91374.67
2016-10-27,41251.78,92017.77
2016-10-28,41251.78,92067.42
2016-10-29,41251.78,92067.42
2016-10-30,41251.78,92067.42
2016-10-31,41251.78,92204.83
2016-11-01,41251.78,93230.86
2016-11-02,41251.78,92802.55
2016-11-03,41251.78,93100.42
2016-11-04,42674.25,93562.45
2016-11-05,42674.25,93562.45
2016-11-06,42674.25,93562.45
2016-11-07,42674.25,92972.41
2016-11-08,42674.25,93834.57
2016-11-09,42674.25,92166.29
2016-11-10,42674.25,93201.85
2016-11-11,42674.25,93409.39
2016-11-12,42674.25,93409.39
2016-11-13,42674.25,93409.39
2016-11-14,42674.25,93391.47
2016-11-15,42674.25,93634
2016-11-16,42674.25,93691.61
2016-11-17,42674.25,93262.88
2016-11-18,42674.25,92976.11
2016-11-19,42674.25,92976.11
2016-11-20,42674.25,92976.11
2016-11-21,42674.25,93343.39
2016-11-22,42674.25,93680.09
2016-11-23,42674.25,93913.52
2016-11-24,42674.25,94365.3
2016-11-25,42674.25,95163.16
2016-11-26,42674.25,95163.16
2016-11-27,42674.25,95163.16
2016-11-28,42674.25,96196.02
2016-11-29,42674.25,97255.34
2016-11-30,42674.25,95876.53
2016-12-01,42674.25,96749.37
2016-12-02,42674.25,95070.84
2016-12-03,42674.25,95070.84
2016-12-04,42674.25,95070.84
2016-12-05,42674.25,93979.38
2016-12-06,42674.25,94009.25
2016-12-07,44096.73,95614.8
2016-12-08,44096.73,95253.41
2016-12-09,44096.73,95452.84
2016-12-10,44096.73,95452.84
2016-12-11,44096.73,95452.84
2016-12-12,49786.63,96223.95
2016-12-13,49786.63,96070.04
2016-12-14,49786.63,94736.47
2016-12-15,49786.63,94347.71
2016-12-16,49786.63,96720.25
2016-12-17,49786.63,96720.25
2016-12-18,49786.63,96720.25
2016-12-19,49786.63,95210.72
2016-12-20,49786.63,94503.61
2016-12-21,49786.63,94706.74
2016-12-22,49786.63,94255.82
2016-12-23,49786.63,93800.31
2016-12-24,49786.63,93800.31
2016-12-25,49786.63,93800.31
2016-12-26,49786.63,94044.4
2016-12-27,49786.63,94178.4
2016-12-28,49786.63,93864.6
2016-12-29,49786.63,94228.76
2016-12-30,49786.63,94632.88
2016-12-31,49786.63,94632.88
2017-01-01,49786.63,94632.88
2017-01-02,49786.63,94632.88
2017-01-03,49786.63,96163.32
2017-01-04,49786.63,97014.53
2017-01-05,49786.63,96606
2017-01-06,49786.63,95494.05
2017-01-07,49786.63,95494.05
2017-01-08,49786.63,95494.05
2017-01-09,49786.63,95948.39
2017-01-10,49786.63,96036.58
2017-01-11,49786.63,94789.21
2017-01-12,49786.63,94112.54
2017-01-13,49786.63,93300.17
2017-01-14,49786.63,93300.17
2017-01-15,49786.63,93300.17
2017-01-16,56899,99285.75
2017-01-17,56899,100406.94
2017-01-18,56899,100726.86
2017-01-19,56899,100207.65
2017-01-20,55476.53,100121.88
2017-01-21,55476.53,100121.88
2017-01-22,55476.53,100121.88
2017-01-23,55476.53,100173.51
2017-01-24,52631.58,98127
2017-01-25,52631.58,98706.37
2017-01-26,52631.58,99513.63
2017-01-27,52631.58,99513.63
2017-01-28,52631.58,99513.63
2017-01-29,52631.58,99513.63
2017-01-30,52631.58,99513.63
2017-01-31,52631.58,99513.63
2017-02-01,52631.58,99513.63
2017-02-02,52631.58,99513.63
2017-02-03,52631.58,99471.1
2017-02-04,52631.58,99471.1
2017-02-05,52631.58,99471.1
2017-02-06,52631.58,100178.35
2017-02-07,52631.58,99621.17
2017-02-08,52631.58,101179.91
2017-02-09,52631.58,101225.15
2017-02-10,52631.58,101091.86
2017-02-11,52631.58,101091.86
2017-02-12,52631.58,101091.86
2017-02-13,52631.58,102819.46
2017-02-14,52631.58,102915.48
2017-02-15,52631.58,102443.78
2017-02-16,52631.58,103841.08
2017-02-17,52631.58,103634.82
2017-02-18,52631.58,103634.82
2017-02-19,52631.58,103634.82
2017-02-20,52631.58,104935.39
2017-02-21,52631.58,105362.7
2017-02-22,52631.58,106580.91
2017-02-23,52631.58,106929.13
2017-02-24,52631.58,106432.12
2017-02-25,52631.58,106432.12
2017-02-26,52631.58,106432.12
2017-02-27,52631.58,105552.03
2017-02-28,52631.58,105866.83
2017-03-01,52631.58,105990.01
2017-03-02,54054.05,106965.29
2017-03-03,56187.77,109535.95
2017-03-04,56187.77,109535.95
2017-03-05,56187.77,109535.95
2017-03-06,56899,111431.11
2017-03-07,56899,111904.51
2017-03-08,29871.98,84181.75
2017-03-09,29871.98,83639.07
2017-03-10,29871.98,83776.06
2017-03-11,29871.98,83776.06
2017-03-12,29871.98,83776.06
2017-03-13,29871.98,85056.43
2017-03-14,29871.98,84942
2017-03-15,29871.98,84885.67
2017-03-16,29871.98,85229.06
2017-03-17,29871.98,84414.41
2017-03-18,29871.98,84414.41
2017-03-19,29871.98,84414.41
2017-03-20,29871.98,84466.19
2017-03-21,29871.98,84510.45
2017-03-22,2844.95,56600.72
2017-03-23,2844.95,56521.21
2017-03-24,2844.95,56800.58
2017-03-25,2844.95,56800.58
2017-03-26,2844.95,56800.58
2017-03-27,2844.95,56438.84
2017-03-28,2844.95,56606.27
2017-03-29,2844.95,56166.01
2017-03-30,5689.9,57955.59
2017-03-31,5689.9,58566.29
2017-04-01,5689.9,58566.29
2017-04-02,5689.9,58566.29
2017-04-03,5689.9,58566.29
2017-04-04,5689.9,58566.29
2017-04-05,5689.9,60356.76
2017-04-06,5689.9,59557.76
2017-04-07,5689.9,59458.47
2017-04-08,5689.9,59458.47
2017-04-09,5689.9,59458.47
2017-04-10,5689.9,58787.88
2017-04-11,12802.28,66963.88
2017-04-12,14224.75,67031.05
2017-04-13,14224.75,67303.49
2017-04-14,14224.75,67174.18
2017-04-15,14224.75,67174.18
2017-04-16,14224.75,67174.18
2017-04-17,17069.7,69470.31
2017-04-18,17069.7,68696.8
2017-04-19,17069.7,68598.62
2017-04-20,17069.7,69719.99
2017-04-21,17069.7,69252.7
2017-04-22,17069.7,69252.7
2017-04-23,17069.7,69252.7
2017-04-24,24182.08,75675.15
2017-04-25,23982.93,75337.19
2017-04-26,23982.93,75157.85
2017-04-27,22048.36,74661.58
2017-04-28,21337.13,73113.48
2017-04-29,21337.13,73113.48
2017-04-30,21337.13,73113.48
2017-05-01,21337.13,73113.48
2017-05-02,21337.13,72585.62
2017-05-03,24182.08,74667.27
2017-05-04,24182.08,74857.17
2017-05-05,24182.08,74064.15
2017-05-06,24182.08,74064.15
2017-05-07,24182.08,74064.15
2017-05-08,24182.08,73712.32
2017-05-09,24182.08,74224.75
2017-05-10,24182.08,71581.56
2017-05-11,24182.08,70650.96
2017-05-12,24182.08,69537.75
2017-05-13,24182.08,69537.75
2017-05-14,24182.08,69537.75
2017-05-15,24182.08,69290.01
2017-05-16,24182.08,70718.92
2017-05-17,24182.08,71830.78
2017-05-18,24182.08,71410.33
2017-05-19,24182.08,71958.27
2017-05-20,24182.08,71958.27
2017-05-21,24182.08,71958.27
2017-05-22,24182.08,70482.25
2017-05-23,24182.08,69357.87
2017-05-24,24182.08,70609.51
2017-05-25,24182.08,70990.02
2017-05-26,24182.08,70999.79
2017-05-27,24182.08,70999.79
2017-05-28,24182.08,70999.79
2017-05-29,24182.08,70999.79
2017-05-30,24182.08,70999.79
2017-05-31,24182.08,71070.17
2017-06-01,24182.08,69948.12
2017-06-02,24182.08,70772.72
2017-06-03,24182.08,70772.72
2017-06-04,24182.08,70772.72
2017-06-05,24182.08,72082.82
2017-06-06,27027.03,76348.16
2017-06-07,27027.03,77064.19
2017-06-08,27027.03,78915.95
2017-06-09,27027.03,79147.82
2017-06-10,27027.03,79147.82
2017-06-11,27027.03,79147.82
2017-06-12,27027.03,79436.34
2017-06-13,27027.03,80017.25
2017-06-14,27027.03,79822.3
2017-06-15,27027.03,81662.94
2017-06-16,27027.03,81017.84
2017-06-17,27027.03,81017.84
2017-06-18,27027.03,81017.84
2017-06-19,27027.03,81468.31
2017-06-20,27027.03,81614
2017-06-21,27027.03,82324.04
2017-06-22,27027.03,80789.03
2017-06-23,27027.03,81983.98
2017-06-24,27027.03,81983.98
2017-06-25,27027.03,81983.98
2017-06-26,27027.03,83490.87
2017-06-27,27027.03,84275.67
2017-06-28,27027.03,84166.4
2017-06-29,8534.85,66566.27
2017-06-30,-4267.43,53859
2017-07-01,-4267.43,53859
2017-07-02,-4267.43,53859
2017-07-03,-4267.43,54503.91
2017-07-04,-4267.43,54167.87
2017-07-05,-4267.43,54293.58
2017-07-06,-4267.43,54217.68
2017-07-07,-4267.43,54308.27
2017-07-08,-4267.43,54308.27
2017-07-09,-4267.43,54308.27
2017-07-10,-4267.43,53360.89
2017-07-11,-4267.43,53256.52
2017-07-12,-4267.43,52932.95
2017-07-13,-4267.43,52799.91
2017-07-14,-4267.43,52094.02
2017-07-15,-4267.43,52094.02
2017-07-16,-4267.43,52094.02
2017-07-17,-4267.43,49275.69
2017-07-18,-4267.43,49528.15
2017-07-19,-4267.43,50173.58
2017-07-20,-4267.43,50797.93
2017-07-21,-4267.43,51262.34
2017-07-22,-4267.43,51262.34
2017-07-23,-4267.43,51262.34
2017-07-24,-4267.43,51734.6
2017-07-25,-4267.43,51816.2
2017-07-26,-4267.43,51850.79
2017-07-27,-4267.43,52948.37
2017-07-28,-4267.43,53078.1
2017-07-29,-4267.43,53078.1
2017-07-30,-4267.43,53078.1
2017-07-31,-4267.43,53741.95
2017-08-01,-4267.43,53575.91
2017-08-02,-4267.43,53348.15
2017-08-03,-4267.43,53345.76
2017-08-04,-4267.43,52856.65
2017-08-05,-4267.43,52856.65
2017-08-06,-4267.43,52856.65
2017-08-07,-4267.43,53080.66
2017-08-08,-4267.43,53856.96
2017-08-09,-4267.43,53407.08
2017-08-10,-4267.43,53403.32
2017-08-11,-4267.43,53202.3
2017-08-12,-4267.43,53202.3
2017-08-13,-4267.43,53202.3
2017-08-14,-4267.43,54243.86
2017-08-15,-4267.43,54212.5
2017-08-16,-4267.43,55537.03
2017-08-17,-11379.8,48036.53
2017-08-18,-11379.8,47689.45
2017-08-19,-11379.8,47689.45
2017-08-20,-11379.8,47689.45
2017-08-21,-11379.8,48369.42
2017-08-22,-11379.8,48305.77
2017-08-23,-11379.8,48610.21
2017-08-24,-11379.8,48418.19
2017-08-25,-11379.8,48681.86
2017-08-26,-11379.8,48681.86
2017-08-27,-11379.8,48681.86
2017-08-28,95305.83,186135.41
2017-08-29,95305.83,185566.28
2017-08-30,95305.83,185873.39
2017-08-31,96728.31,186859.95
2017-09-01,96728.31,188980.32
2017-09-02,96728.31,188980.32
2017-09-03,96728.31,188980.32
2017-09-04,96728.31,194720.01
2017-09-05,96728.31,195463.25
2017-09-06,96728.31,194539.21
2017-09-07,96728.31,193175.09
2017-09-08,96728.31,192290.31
2017-09-09,96728.31,192290.31
2017-09-10,96728.31,192290.31
2017-09-11,96728.31,193787.69
2017-09-12,96728.31,194978.61
2017-09-13,96728.31,197562.54
2017-09-14,96728.31,196697.25
2017-09-15,96728.31,196927.97
2017-09-16,96728.31,196927.97
2017-09-17,96728.31,196927.97
2017-09-18,96728.31,197671.93
2017-09-19,95305.83,198252.37
2017-09-20,95305.83,199669.61
2017-09-21,95305.83,198449.96
2017-09-22,95305.83,198222.84
2017-09-23,95305.83,198222.84
2017-09-24,95305.83,198222.84
2017-09-25,95305.83,196002.38
2017-09-26,95305.83,195198.06
2017-09-27,95305.83,197512.21
2017-09-28,95305.83,197708.81
2017-09-29,95305.83,199929.38
2017-09-30,95305.83,199929.38
2017-10-01,95305.83,199929.38
2017-10-02,95305.83,199929.38
2017-10-03,95305.83,199929.38
2017-10-04,95305.83,199929.38
2017-10-05,95305.83,199929.38
2017-10-06,95305.83,199929.38
2017-10-07,95305.83,199929.38
2017-10-08,109530.58,214578.77
2017-10-09,109530.58,217741.5
2017-10-10,109530.58,217804.78
2017-10-11,109530.58,219925.02
2017-10-12,109530.58,219816.07
2017-10-13,109530.58,221823.18
2017-10-14,109530.58,221823.18
2017-10-15,109530.58,221823.18
2017-10-16,109530.58,221053.76
2017-10-17,109530.58,222821.02
2017-10-18,109530.58,224664.4
2017-10-19,109530.58,221485.95
2017-10-20,109530.58,220714.03
2017-10-21,109530.58,220714.03
2017-10-22,109530.58,220714.03
2017-10-23,109530.58,221836.49
2017-10-24,109530.58,222683.94
2017-10-25,109530.58,225597.28
2017-10-26,109530.58,225380.32
2017-10-27,109530.58,223517.55
2017-10-28,109530.58,223517.55
2017-10-29,109530.58,223517.55
2017-10-30,109530.58,224396.05
2017-10-31,109530.58,230189.02
2017-11-01,109530.58,229381.91
2017-11-02,109530.58,228822.04
2017-11-03,109530.58,226279.19
2017-11-04,109530.58,226279.19
2017-11-05,109530.58,226279.19
2017-11-06,109530.58,232520.57
2017-11-07,109530.58,232000.11
2017-11-08,109530.58,231566.22
2017-11-09,109530.58,236567.2
2017-11-10,109530.58,241733.45
2017-11-11,109530.58,241733.45
2017-11-12,109530.58,241733.45
2017-11-13,109530.58,243768.55
2017-11-14,109530.58,239482.48
2017-11-15,109530.58,234087.57
2017-11-16,109530.58,236571.12
2017-11-17,109530.58,231206.31
2017-11-18,109530.58,231206.31
2017-11-19,109530.58,231206.31
2017-11-20,109530.58,235653.49
2017-11-21,109530.58,237398.12
2017-11-22,109530.58,235507.65
2017-11-23,109530.58,223266.84
2017-11-24,113655.76,227074.61
2017-11-25,113655.76,227074.61
2017-11-26,113655.76,227074.61
2017-11-27,113655.76,222594.02
2017-11-28,113655.76,225308.43
2017-11-29,113655.76,223755.93
2017-11-30,113655.76,218774.77
2017-12-01,113655.76,220394.91
2017-12-02,113655.76,220394.91
2017-12-03,113655.76,220394.91
2017-12-04,113655.76,222258.77
2017-12-05,113655.76,220706.66
2017-12-06,113655.76,220056.22
2017-12-07,116500.71,221769.04
2017-12-08,116500.71,225913.24
2017-12-09,116500.71,225913.24
2017-12-10,116500.71,225913.24
2017-12-11,116642.96,232136.32
2017-12-12,116642.96,228970.36
2017-12-13,119487.91,233734.46
2017-12-14,119487.91,231796.2
2017-12-15,119487.91,228274.01
2017-12-16,119487.91,228274.01
2017-12-17,119487.91,228274.01
2017-12-18,119487.91,226727.37
2017-12-19,119487.91,229330.01
2017-12-20,119487.91,229038.29
2017-12-21,122332.86,236575.73
2017-12-22,122332.86,236783.76
2017-12-23,122332.86,236783.76
2017-12-24,122332.86,236783.76
2017-12-25,122332.86,235543.25
2017-12-26,122332.86,234961.79
2017-12-27,122332.86,229832.65
2017-12-28,122332.86,231616.32
2017-12-29,122332.86,233967.53
2017-12-30,122332.86,233967.53
2017-12-31,122332.86,233967.53
2018-01-01,122332.86,233967.53
2018-01-02,122332.86,237712.31
2018-01-03,122332.86,240196.21
2018-01-04,122332.86,240607.22
2018-01-05,122332.86,239114.11
2018-01-06,122332.86,239114.11
2018-01-07,122332.86,239114.11
2018-01-08,122332.86,239813.79
2018-01-09,122332.86,240604.83
2018-01-10,122332.86,241815.14
2018-01-11,122332.86,245331.26
2018-01-12,122332.86,245067.33
2018-01-13,122332.86,245067.33
2018-01-14,122332.86,245067.33
2018-01-15,122332.86,241504.44
2018-01-16,122332.86,241955.69
2018-01-17,126600.28,243660.14
2018-01-18,126600.28,243945.42
2018-01-19,126600.28,244864.76
2018-01-20,126600.28,244864.76
2018-01-21,126600.28,244864.76
2018-01-22,126600.28,250723.4
2018-01-23,126600.28,252926.9
2018-01-24,126600.28,251833.57
2018-01-25,126600.28,249556.25
2018-01-26,126600.28,249911.92
2018-01-27,126600.28,249911.92
2018-01-28,126600.28,249911.92
2018-01-29,126600.28,242920.96
2018-01-30,126600.28,243588.3
2018-01-31,129445.23,242845.71
2018-02-01,129445.23,239053.74
2018-02-02,133712.66,244233.13
2018-02-03,133712.66,244233.13
2018-02-04,133712.66,244233.13
2018-02-05,136557.61,242803.82
2018-02-06,140825.04,235476.29
2018-02-07,140825.04,233499.68
2018-02-08,140825.04,237595.41
2018-02-09,149359.89,237962.56
2018-02-10,149359.89,237962.56
2018-02-11,149359.89,237962.56
2018-02-12,149359.89,248661.05
2018-02-13,149359.89,250242.69
2018-02-14,149359.89,250837.98
2018-02-15,149359.89,250837.98
2018-02-16,149359.89,250837.98
2018-02-17,149359.89,250837.98
2018-02-18,149359.89,250837.98
2018-02-19,149359.89,250837.98
2018-02-20,149359.89,250837.98
2018-02-21,149359.89,250837.98
2018-02-22,156472.26,264775.96
2018-02-23,156472.26,264305.34
2018-02-24,156472.26,264305.34
2018-02-25,156472.26,264305.34
2018-02-26,156472.26,276295.58
2018-02-27,159317.21,278399.34
2018-02-28,163584.64,281379.78
2018-03-01,163584.64,288237.54
2018-03-02,163584.64,282390.91
2018-03-03,163584.64,282390.91
2018-03-04,163584.64,282390.91
2018-03-05,163584.64,284173.29
2018-03-06,163584.64,286808.94
2018-03-07,163584.64,284104.71
2018-03-08,163584.64,285122.38
2018-03-09,163584.64,292538.41
2018-03-10,163584.64,292538.41
2018-03-11,163584.64,292538.41
2018-03-12,170697.01,304015.92
2018-03-13,192034.14,322592.3
2018-03-14,184210.53,311347.18
2018-03-15,184921.76,312470.18
2018-03-16,184921.76,306631.8
2018-03-17,184921.76,306631.8
2018-03-18,184921.76,306631.8
2018-03-19,184921.76,309045.41
2018-03-20,184921.76,308941.6
2018-03-21,184921.76,308157.08
2018-03-22,187766.71,309114.13
2018-03-23,206258.89,313692.71
2018-03-24,206258.89,313692.71
2018-03-25,206258.89,313692.71
2018-03-26,206258.89,320759.17
2018-03-27,206258.89,328766.68
2018-03-28,206258.89,325097.55
2018-03-29,206258.89,325066.07
2018-03-30,206258.89,327324.57
2018-03-31,206258.89,327324.57
2018-04-01,206258.89,327324.57
2018-04-02,206258.89,325354.08
2018-04-03,206258.89,322672.3
2018-04-04,206258.89,317636.03
2018-04-05,206258.89,317636.03
2018-04-06,206258.89,317636.03
2018-04-07,206258.89,317636.03
2018-04-08,206258.89,317636.03
2018-04-09,206258.89,319292.2
2018-04-10,206258.89,322223.76
2018-04-11,206258.89,323289.68
2018-04-12,206258.89,319919.38
2018-04-13,206258.89,319068.02
2018-04-14,206258.89,319068.02
2018-04-15,206258.89,319068.02
2018-04-16,213371.27,322581.97
2018-04-17,213371.27,312088.06
2018-04-18,220483.64,322677.55
2018-04-19,220483.64,327566.82
2018-04-20,220483.64,321084.11
2018-04-21,220483.64,321084.11
2018-04-22,220483.64,321084.11
2018-04-23,220483.64,321516.66
2018-04-24,220483.64,328555.28
2018-04-25,220483.64,325815.19
2018-04-26,220483.64,317837.96
2018-04-27,220483.64,319156.94
2018-04-28,220483.64,319156.94
2018-04-29,220483.64,319156.94
2018-04-30,220483.64,319156.94
2018-05-01,220483.64,319156.94
2018-05-02,220483.64,321994.44
2018-05-03,220483.64,326101.16
2018-05-04,220483.64,324192.04
2018-05-05,220483.64,324192.04
2018-05-06,220483.64,324192.04
2018-05-07,220483.64,330989.71
2018-05-08,220483.64,334969.89
2018-05-09,220483.64,334330.62
2018-05-10,220483.64,335133.2
2018-05-11,220483.64,331604.04
2018-05-12,220483.64,331604.04
2018-05-13,220483.64,331604.04
2018-05-14,220483.64,335029.22
2018-05-15,220483.64,334855.07
2018-05-16,220483.64,333051.13
2018-05-17,220483.64,328823.53
2018-05-18,220483.64,328285.86
2018-05-19,220483.64,328285.86
2018-05-20,220483.64,328285.86
2018-05-21,220483.64,332644.63
2018-05-22,220483.64,330675.1
2018-05-23,220483.64,325742.37
2018-05-24,220483.64,321367.21
2018-05-25,220483.64,314985.47
2018-05-26,220483.64,314985.47
2018-05-27,220483.64,314985.47
2018-05-28,220483.64,314305.58
2018-05-29,220483.64,314348.55
2018-05-30,248933.14,335204.69
2018-05-31,248933.14,340111.48
2018-06-01,248933.14,336841.13
2018-06-02,248933.14,336841.13
2018-06-03,248933.14,336841.13
2018-06-04,248933.14,332984.8
2018-06-05,248933.14,335267.73
2018-06-06,248933.14,330468.97
2018-06-07,248933.14,329402.13
2018-06-08,248933.14,325621.76
2018-06-09,248933.14,325621.76
2018-06-10,248933.14,325621.76
2018-06-11,248933.14,323838.49
2018-06-12,248933.14,329353.8
2018-06-13,248933.14,323627.87
2018-06-14,248933.14,320744.49
2018-06-15,264580.37,331370.7
2018-06-16,264580.37,331370.7
2018-06-17,264580.37,331370.7
2018-06-18,264580.37,331370.7
2018-06-19,293029.87,343158.73
2018-06-20,293029.87,345746.59
2018-06-21,300142.25,343862.68
2018-06-22,300142.25,348741.94
2018-06-23,300142.25,348741.94
2018-06-24,300142.25,348741.94
2018-06-25,300142.25,345032.53
2018-06-26,300142.25,346187.71
2018-06-27,314367,355511.96
2018-06-28,314367,350568.09
2018-06-29,314367,362530.66
2018-06-30,314367,362530.66
2018-07-01,314367,362530.66
2018-07-02,314367,354004.56
2018-07-03,314367,356575.48
2018-07-04,314367,346855.46
2018-07-05,314367,336706.86
2018-07-06,321479.37,342919.38
2018-07-07,321479.37,342919.38
2018-07-08,321479.37,342919.38
2018-07-09,321479.37,355372.92
2018-07-10,321479.37,358001.96
2018-07-11,321479.37,350072.19
2018-07-12,321479.37,361930.45
2018-07-13,321479.37,361790.88
2018-07-14,321479.37,361790.88
2018-07-15,321479.37,361790.88
2018-07-16,321479.37,358027.92
2018-07-17,321479.37,354364.57
2018-07-18,321479.37,350638.01
2018-07-19,321479.37,349461
2018-07-20,321479.37,353513.29
2018-07-21,321479.37,353513.29
